,loan_status,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc
470897,Current,95000.0,6.73,0.0,670.0,674.0,0.0,34.0,6.0,2935.0,61.1,6.0
265038,Fully Paid,40000.0,17.49,0.0,675.0,679.0,0.0,25.0,4.0,6764.0,44.2,13.0
919917,Current,45000.0,26.2,0.0,700.0,704.0,0.0,49.0,16.0,28625.0,61.2,30.0
905050,Current,80000.0,13.46,0.0,665.0,669.0,0.0,48.0,13.0,23737.0,69.0,22.0
225347,Fully Paid,41000.0,25.76,0.0,660.0,664.0,0.0,24.0,10.0,8996.0,66.6,30.0
907402,Current,80000.0,25.16,0.0,675.0,679.0,0.0,,30.0,34070.0,66.4,41.0
988255,Charged Off,45000.0,52.38,0.0,710.0,714.0,1.0,,21.0,49652.0,76.7,44.0
944754,Current,95000.0,15.5,0.0,670.0,674.0,0.0,38.0,11.0,17703.0,73.9,20.0
586829,Current,41600.0,11.68,2.0,675.0,679.0,0.0,19.0,4.0,10283.0,97.9,20.0
686531,Current,25000.0,9.64,0.0,720.0,724.0,1.0,,5.0,1663.0,37.8,17.0
163869,Fully Paid,107160.0,18.88,0.0,750.0,754.0,0.0,,14.0,23470.0,34.2,32.0
381137,Fully Paid,21500.0,6.87,0.0,735.0,739.0,0.0,,5.0,4004.0,26.0,9.0
246995,Fully Paid,60000.0,14.48,0.0,675.0,679.0,1.0,41.0,10.0,11044.0,75.6,12.0
740270,Fully Paid,60000.0,21.18,0.0,665.0,669.0,1.0,,11.0,15998.0,58.8,15.0
894493,Current,90000.0,12.34,1.0,700.0,704.0,0.0,15.0,10.0,24582.0,47.9,13.0
273384,Fully Paid,61000.0,30.95,0.0,665.0,669.0,1.0,,24.0,30644.0,53.9,38.0
890212,Late (16-30 days),200000.0,8.38,0.0,710.0,714.0,0.0,,13.0,26594.0,38.3,20.0
131492,Current,185000.0,32.07,0.0,695.0,699.0,1.0,,16.0,77358.0,65.7,18.0
505324,Current,55000.0,7.88,0.0,660.0,664.0,0.0,47.0,3.0,12281.0,97.0,5.0
545154,Current,30000.0,17.24,1.0,660.0,664.0,2.0,9.0,11.0,6173.0,44.1,12.0
809723,Current,47500.0,27.15,0.0,660.0,664.0,1.0,53.0,19.0,8609.0,45.3,31.0
230913,Fully Paid,155000.0,13.1,2.0,660.0,664.0,0.0,20.0,18.0,39590.0,71.7,24.0
391421,Fully Paid,75000.0,19.41,0.0,705.0,709.0,1.0,42.0,31.0,19587.0,21.5,55.0
436528,Current,110000.0,21.1,0.0,680.0,684.0,2.0,,9.0,24700.0,65.2,20.0
860750,Current,52000.0,13.43,1.0,680.0,684.0,1.0,20.0,9.0,7263.0,78.1,18.0
986193,Fully Paid,85000.0,12.82,1.0,675.0,679.0,0.0,15.0,4.0,37872.0,98.4,7.0
328978,Current,40000.0,26.64,0.0,660.0,664.0,0.0,53.0,8.0,24200.0,83.4,17.0
681739,Fully Paid,27000.0,14.84,0.0,725.0,729.0,2.0,,6.0,6202.0,87.4,20.0
593408,Current,350000.0,20.37,0.0,685.0,689.0,0.0,27.0,28.0,35800.0,63.9,37.0
188460,Fully Paid,33132.0,19.38,0.0,750.0,754.0,0.0,,5.0,9735.0,51.8,10.0
735286,Fully Paid,65000.0,33.22,0.0,690.0,694.0,0.0,,9.0,12098.0,75.6,15.0
35559,Charged Off,30800.0,18.59,0.0,660.0,664.0,0.0,30.0,7.0,3470.0,86.7,17.0
767340,Current,46000.0,37.26,0.0,770.0,774.0,0.0,,39.0,10712.0,9.4,47.0
243132,Current,50000.0,5.42,0.0,715.0,719.0,0.0,,14.0,8821.0,22.1,27.0
828016,Current,49000.0,17.59,0.0,695.0,699.0,0.0,42.0,15.0,7853.0,30.1,36.0
751049,Late (31-120 days),160000.0,10.95,3.0,675.0,679.0,0.0,13.0,10.0,16072.0,79.6,26.0
259302,Fully Paid,45000.0,9.92,0.0,675.0,679.0,0.0,53.0,5.0,5663.0,82.1,17.0
515210,Current,50000.0,21.27,0.0,700.0,704.0,0.0,81.0,9.0,7472.0,27.9,13.0
729742,Fully Paid,42000.0,13.95,0.0,660.0,664.0,5.0,35.0,26.0,11474.0,32.1,41.0
173418,Charged Off,60000.0,23.06,2.0,680.0,684.0,0.0,10.0,7.0,13438.0,72.2,14.0
715300,Current,216000.0,17.6,1.0,680.0,684.0,0.0,21.0,19.0,49121.0,86.8,32.0
4741,Fully Paid,150000.0,7.27,0.0,690.0,694.0,0.0,,6.0,35907.0,94.7,9.0
550945,Fully Paid,49992.0,34.47,0.0,785.0,789.0,1.0,,13.0,1493.0,21.3,19.0
669912,Fully Paid,90000.0,18.8,0.0,705.0,709.0,1.0,77.0,18.0,29274.0,50.3,33.0
750282,Current,55000.0,20.03,0.0,660.0,664.0,0.0,48.0,6.0,10288.0,82.3,19.0
594823,Fully Paid,250000.0,16.56,0.0,735.0,739.0,1.0,,12.0,146413.0,6.8,36.0
811928,Current,156000.0,18.12,0.0,750.0,754.0,0.0,,8.0,10840.0,39.3,26.0
866924,Current,97000.0,16.8,0.0,665.0,669.0,1.0,55.0,5.0,8237.0,96.9,13.0
273656,Fully Paid,65000.0,10.16,0.0,665.0,669.0,2.0,,12.0,10069.0,35.2,35.0
1020788,Current,143000.0,31.25,0.0,780.0,784.0,0.0,58.0,14.0,3701.0,5.7,53.0
634304,Current,37440.0,14.84,1.0,660.0,664.0,1.0,17.0,12.0,15074.0,66.1,23.0
913540,Current,47100.0,12.54,0.0,680.0,684.0,0.0,71.0,3.0,16517.0,76.1,6.0
915916,Fully Paid,60000.0,17.58,0.0,680.0,684.0,0.0,59.0,8.0,6045.0,62.3,24.0
222071,Fully Paid,70000.0,38.92,0.0,680.0,684.0,0.0,,15.0,11639.0,40.6,29.0
652539,Current,100000.0,23.18,0.0,790.0,794.0,2.0,,24.0,22512.0,14.0,41.0
983867,Fully Paid,61000.0,10.91,0.0,670.0,674.0,1.0,26.0,26.0,12015.0,57.8,46.0
769563,Current,81000.0,5.84,0.0,670.0,674.0,1.0,45.0,6.0,39951.0,76.5,32.0
380159,Fully Paid,80000.0,14.81,1.0,695.0,699.0,0.0,11.0,8.0,6020.0,35.4,26.0
204044,Fully Paid,23000.0,36.12,0.0,710.0,714.0,0.0,,9.0,8279.0,63.7,26.0
129374,Current,120000.0,20.18,2.0,740.0,744.0,0.0,16.0,19.0,9686.0,9.2,40.0
806624,Fully Paid,114797.03,14.62,0.0,700.0,704.0,0.0,,9.0,57286.0,77.4,17.0
910827,Fully Paid,50000.0,30.53,0.0,680.0,684.0,0.0,52.0,14.0,10554.0,55.9,23.0
494551,Current,15984.0,7.21,0.0,740.0,744.0,0.0,,7.0,5195.0,26.4,14.0
871374,Current,48600.0,2.84,1.0,700.0,704.0,0.0,12.0,5.0,4956.0,28.0,8.0
1010891,Charged Off,60000.0,10.68,0.0,670.0,674.0,0.0,,5.0,4719.0,72.6,13.0
1007587,Current,80000.0,5.78,4.0,680.0,684.0,0.0,19.0,12.0,4831.0,33.3,22.0
973996,Fully Paid,43736.0,5.87,0.0,705.0,709.0,0.0,34.0,13.0,8671.0,21.1,28.0
403663,Fully Paid,75000.0,8.32,1.0,675.0,679.0,0.0,4.0,13.0,18147.0,39.4,25.0
1029344,Fully Paid,55700.0,16.81,0.0,715.0,719.0,0.0,,5.0,33889.0,75.5,17.0
594597,Fully Paid,78000.0,18.45,0.0,710.0,714.0,1.0,66.0,9.0,11753.0,42.7,25.0
26259,Fully Paid,93903.0,12.9,0.0,675.0,679.0,0.0,33.0,22.0,18112.0,36.7,44.0
301369,Fully Paid,46800.0,23.05,0.0,670.0,674.0,0.0,,9.0,12119.0,81.3,21.0
838053,Current,110000.0,15.95,0.0,705.0,709.0,1.0,76.0,10.0,1863.0,11.4,27.0
1024274,Charged Off,60000.0,13.9,2.0,705.0,709.0,1.0,9.0,12.0,12753.0,41.4,25.0
267985,Charged Off,91000.0,7.79,0.0,690.0,694.0,2.0,,4.0,1122.0,21.2,6.0
575089,Current,60000.0,11.9,0.0,750.0,754.0,1.0,,9.0,7554.0,26.7,19.0
323974,Fully Paid,140000.0,19.08,0.0,670.0,674.0,1.0,45.0,22.0,51938.0,72.9,48.0
543649,Fully Paid,12000.0,28.8,0.0,680.0,684.0,1.0,26.0,13.0,7575.0,54.1,26.0
296377,Fully Paid,30000.0,15.53,0.0,685.0,689.0,1.0,66.0,18.0,6365.0,36.8,54.0
72911,Fully Paid,45000.0,2.51,0.0,665.0,669.0,0.0,37.0,5.0,4261.0,40.6,10.0
777165,Current,175000.0,13.93,0.0,700.0,704.0,0.0,,11.0,64079.0,60.2,28.0
585918,Current,130000.0,10.49,0.0,710.0,714.0,0.0,28.0,8.0,33339.0,68.7,17.0
139741,Fully Paid,56000.0,17.12,1.0,725.0,729.0,0.0,20.0,7.0,103.0,4.9,15.0
136492,Current,140500.0,13.86,0.0,725.0,729.0,0.0,,9.0,42903.0,56.5,15.0
346346,In Grace Period,70000.0,23.02,0.0,705.0,709.0,0.0,,9.0,11194.0,73.6,23.0
287484,Fully Paid,60000.0,13.76,0.0,695.0,699.0,0.0,,14.0,16289.0,41.6,20.0
458587,Current,46000.0,17.64,0.0,670.0,674.0,0.0,,8.0,19271.0,56.8,12.0
374767,Charged Off,96000.0,27.73,0.0,715.0,719.0,1.0,,17.0,29269.0,64.3,32.0
399912,Fully Paid,102440.0,11.18,0.0,725.0,729.0,1.0,,6.0,13858.0,84.0,18.0
232552,Fully Paid,37000.0,29.32,0.0,680.0,684.0,1.0,,8.0,4712.0,49.6,8.0
886932,Charged Off,70000.0,5.7,0.0,665.0,669.0,0.0,57.0,14.0,7905.0,68.7,23.0
113756,Fully Paid,130616.0,15.35,0.0,735.0,739.0,0.0,,8.0,31559.0,50.1,17.0
584610,Current,71845.0,13.61,2.0,670.0,674.0,0.0,,8.0,9684.0,55.0,12.0
527725,Current,70000.0,19.15,0.0,735.0,739.0,0.0,,5.0,49162.0,92.8,14.0
261261,Fully Paid,52028.0,12.27,1.0,660.0,664.0,0.0,22.0,21.0,11298.0,23.8,38.0
948070,Current,69000.0,17.41,0.0,690.0,694.0,2.0,45.0,21.0,17318.0,25.0,42.0
103915,Fully Paid,38000.0,12.6,0.0,710.0,714.0,1.0,73.0,14.0,2498.0,13.4,49.0
979093,Current,90000.0,10.28,0.0,680.0,684.0,0.0,,10.0,9926.0,87.8,16.0
506554,Current,135000.0,12.55,0.0,720.0,724.0,0.0,41.0,15.0,11099.0,22.9,34.0
444098,Current,80000.0,18.4,0.0,670.0,674.0,0.0,,15.0,15336.0,52.2,24.0
1027467,Current,98000.0,8.33,0.0,660.0,664.0,0.0,49.0,12.0,17216.0,67.5,19.0
561386,Fully Paid,33960.0,29.18,1.0,705.0,709.0,0.0,19.0,19.0,1018.0,29.1,22.0
428035,Current,65000.0,26.87,1.0,720.0,724.0,0.0,20.0,16.0,22245.0,43.3,28.0
275927,Charged Off,72000.0,10.5,0.0,665.0,669.0,0.0,57.0,9.0,4220.0,38.7,27.0
403238,Fully Paid,37500.0,27.75,1.0,660.0,664.0,1.0,12.0,12.0,14237.0,75.3,25.0
440398,Current,107000.0,10.17,0.0,670.0,674.0,0.0,,9.0,4876.0,22.6,27.0
978854,Current,49900.0,9.6,0.0,690.0,694.0,0.0,59.0,8.0,12854.0,48.9,18.0
748151,Fully Paid,110000.0,7.18,3.0,670.0,674.0,0.0,4.0,6.0,30325.0,88.7,21.0
597333,Fully Paid,130000.0,13.03,0.0,725.0,729.0,0.0,60.0,11.0,5919.0,21.4,20.0
632874,Charged Off,70100.0,23.41,0.0,715.0,719.0,4.0,,24.0,12364.0,15.2,39.0
22905,Fully Paid,76000.0,8.73,0.0,680.0,684.0,0.0,,6.0,8430.0,49.9,12.0
886577,Current,40000.0,17.64,0.0,670.0,674.0,0.0,30.0,5.0,2210.0,88.4,16.0
949694,Current,50000.0,31.13,0.0,695.0,699.0,0.0,,6.0,12152.0,81.0,23.0
576332,Late (31-120 days),83000.0,10.71,0.0,675.0,679.0,1.0,,9.0,34430.0,81.3,23.0
252831,Fully Paid,57000.0,9.07,0.0,680.0,684.0,2.0,41.0,5.0,2051.0,57.0,14.0
47830,Fully Paid,133000.0,12.02,0.0,715.0,719.0,1.0,,7.0,45378.0,82.2,22.0
839990,Current,54648.0,27.95,0.0,695.0,699.0,2.0,,16.0,29404.0,58.6,28.0
229336,Current,41000.0,33.55,0.0,660.0,664.0,0.0,,12.0,7917.0,72.6,26.0
400375,Fully Paid,82000.0,26.2,0.0,700.0,704.0,0.0,,10.0,19320.0,65.1,37.0
807685,Current,110000.0,27.43,1.0,740.0,744.0,0.0,8.0,37.0,13046.0,29.3,52.0
976685,Current,20000.0,13.33,0.0,735.0,739.0,1.0,,5.0,6396.0,42.9,14.0
1037502,Fully Paid,90000.0,11.63,0.0,665.0,669.0,0.0,74.0,3.0,32341.0,90.6,12.0
529636,Fully Paid,42000.0,24.19,0.0,670.0,674.0,2.0,33.0,25.0,2134.0,7.2,37.0
950288,Current,70000.0,20.78,0.0,710.0,714.0,0.0,38.0,19.0,12177.0,46.5,27.0
219985,Fully Paid,75000.0,6.0,1.0,660.0,664.0,2.0,23.0,14.0,15365.0,57.8,25.0
74348,Fully Paid,40000.0,12.36,0.0,670.0,674.0,0.0,,2.0,7634.0,95.4,4.0
180711,Fully Paid,23000.0,24.16,0.0,675.0,679.0,0.0,,15.0,3923.0,43.1,22.0
362516,Fully Paid,90000.0,32.87,1.0,665.0,669.0,1.0,13.0,35.0,38496.0,69.1,69.0
142890,Fully Paid,175000.0,30.13,0.0,685.0,689.0,0.0,,24.0,70318.0,86.8,47.0
148604,Current,35500.0,19.27,0.0,695.0,699.0,0.0,,19.0,15519.0,50.2,28.0
24495,Fully Paid,60000.0,28.96,0.0,705.0,709.0,0.0,,13.0,11602.0,33.2,14.0
425286,Current,77100.0,22.35,0.0,715.0,719.0,0.0,,7.0,21513.0,81.2,12.0
685497,Charged Off,34000.0,33.75,0.0,705.0,709.0,0.0,,8.0,9811.0,41.1,10.0
433630,Current,38808.43,69.7,1.0,740.0,744.0,0.0,21.0,14.0,20523.0,43.4,19.0
953284,Current,235000.0,14.42,2.0,665.0,669.0,1.0,2.0,18.0,37303.0,51.2,35.0
123458,Fully Paid,84000.0,18.63,0.0,710.0,714.0,0.0,34.0,6.0,11411.0,49.0,22.0
794390,Current,110000.0,15.37,0.0,745.0,749.0,1.0,,21.0,22597.0,14.9,40.0
832538,Current,95000.0,28.0,0.0,685.0,689.0,1.0,55.0,25.0,7696.0,18.7,49.0
91570,Fully Paid,30000.0,12.52,0.0,665.0,669.0,1.0,,8.0,7351.0,50.7,17.0
608203,Current,75000.0,13.74,0.0,660.0,664.0,0.0,,8.0,16251.0,59.1,14.0
651881,Current,95000.0,6.47,0.0,815.0,819.0,0.0,,6.0,4173.0,14.9,16.0
856587,Current,45000.0,14.45,0.0,710.0,714.0,1.0,30.0,6.0,7041.0,19.8,14.0
97846,Current,70192.0,35.1,0.0,705.0,709.0,1.0,,10.0,75286.0,85.7,19.0
544715,Current,106000.0,14.16,0.0,790.0,794.0,0.0,,9.0,15721.0,32.3,31.0
108127,Current,65000.0,18.15,0.0,695.0,699.0,0.0,45.0,13.0,8153.0,24.0,17.0
85082,Fully Paid,38000.0,29.59,0.0,675.0,679.0,1.0,39.0,13.0,20664.0,68.9,40.0
416087,Fully Paid,45992.51,20.85,0.0,710.0,714.0,0.0,,8.0,9935.0,51.7,21.0
130885,Fully Paid,58000.0,21.27,0.0,675.0,679.0,3.0,45.0,11.0,8338.0,43.7,28.0
848038,Current,40500.0,33.19,0.0,720.0,724.0,0.0,42.0,11.0,12260.0,34.4,14.0
720018,Fully Paid,70000.0,13.87,0.0,670.0,674.0,1.0,,9.0,10812.0,60.1,33.0
76211,Charged Off,110000.0,20.13,0.0,700.0,704.0,0.0,60.0,10.0,15619.0,45.8,15.0
502882,Current,110000.0,7.89,0.0,680.0,684.0,0.0,,7.0,3984.0,19.2,7.0
384450,Fully Paid,99905.0,22.47,0.0,730.0,734.0,0.0,,12.0,28884.0,60.8,27.0
385430,Fully Paid,48000.0,31.28,0.0,660.0,664.0,0.0,,12.0,11163.0,67.7,32.0
128424,Fully Paid,55500.0,32.11,0.0,685.0,689.0,0.0,,9.0,30144.0,76.3,27.0
778373,Current,50000.0,24.99,0.0,730.0,734.0,1.0,,18.0,12492.0,69.0,38.0
240604,Fully Paid,28000.0,33.95,0.0,680.0,684.0,1.0,70.0,14.0,956.0,4.7,23.0
804578,Current,189000.0,8.76,0.0,710.0,714.0,0.0,,14.0,21888.0,40.2,15.0
429387,Fully Paid,55000.0,15.27,0.0,695.0,699.0,0.0,,6.0,3864.0,87.8,13.0
792957,Current,117895.0,20.63,1.0,660.0,664.0,2.0,11.0,17.0,12576.0,57.0,26.0
185755,Charged Off,80000.0,20.96,0.0,670.0,674.0,2.0,,16.0,13040.0,80.0,21.0
528174,Fully Paid,225000.0,18.08,1.0,735.0,739.0,0.0,13.0,19.0,22858.0,40.9,33.0
194707,Fully Paid,32000.0,38.41,0.0,660.0,664.0,0.0,60.0,10.0,7857.0,42.9,22.0
30826,Fully Paid,50000.0,13.75,0.0,705.0,709.0,0.0,,14.0,11470.0,32.5,30.0
957834,Current,77000.0,19.04,0.0,725.0,729.0,0.0,78.0,22.0,27511.0,40.7,35.0
294971,Current,109500.0,21.83,0.0,675.0,679.0,0.0,64.0,14.0,24874.0,90.1,37.0
173045,Current,75000.0,23.98,0.0,665.0,669.0,1.0,,11.0,6360.0,69.9,23.0
605275,Current,100000.0,12.56,2.0,670.0,674.0,1.0,11.0,7.0,43367.0,72.5,18.0
507532,Current,42000.0,28.57,0.0,665.0,669.0,0.0,,11.0,17573.0,60.4,34.0
812190,Current,50000.0,33.56,0.0,665.0,669.0,1.0,54.0,13.0,5551.0,33.2,52.0
852876,Current,64000.0,19.67,0.0,735.0,739.0,1.0,,13.0,13394.0,36.4,25.0
681746,Fully Paid,80000.0,34.58,1.0,670.0,674.0,0.0,10.0,9.0,5668.0,45.1,35.0
478591,Current,60000.0,4.54,0.0,695.0,699.0,0.0,,10.0,8075.0,29.6,17.0
1018282,Fully Paid,41000.0,10.33,0.0,775.0,779.0,2.0,,13.0,13093.0,21.2,23.0
646313,Current,85000.0,0.83,1.0,670.0,674.0,0.0,5.0,4.0,1444.0,37.0,17.0
182565,Fully Paid,40000.0,24.15,6.0,670.0,674.0,1.0,5.0,17.0,7597.0,47.8,31.0
167535,Fully Paid,95000.0,13.19,0.0,665.0,669.0,0.0,33.0,9.0,2941.0,51.6,25.0
908972,Fully Paid,75971.0,29.86,0.0,750.0,754.0,2.0,,11.0,15722.0,25.9,25.0
357876,Fully Paid,185000.0,10.78,0.0,755.0,759.0,0.0,,13.0,20567.0,20.2,30.0
542075,Current,24000.0,17.85,0.0,755.0,759.0,1.0,,2.0,0.0,0.0,3.0
984881,Fully Paid,112000.0,10.96,1.0,660.0,664.0,1.0,19.0,20.0,1514.0,10.0,46.0
472466,Current,48000.0,27.07,0.0,820.0,824.0,0.0,,17.0,9192.0,7.4,28.0
451622,Current,55000.0,13.56,0.0,675.0,679.0,1.0,,14.0,12972.0,49.7,18.0
262839,Fully Paid,42000.0,22.1,0.0,690.0,694.0,0.0,31.0,17.0,24490.0,54.7,28.0
296536,Fully Paid,72000.0,20.92,0.0,680.0,684.0,4.0,71.0,12.0,8196.0,34.0,34.0
292377,Fully Paid,40000.0,3.81,0.0,680.0,684.0,1.0,82.0,7.0,4312.0,36.9,10.0
462911,Current,30000.0,18.61,0.0,740.0,744.0,0.0,,12.0,27066.0,28.2,33.0
1044323,Fully Paid,75500.0,22.71,0.0,685.0,689.0,2.0,,15.0,17251.0,49.3,24.0
136010,Fully Paid,130000.0,13.41,0.0,775.0,779.0,2.0,,17.0,1381.0,3.6,25.0
910801,Charged Off,43968.0,32.29,0.0,675.0,679.0,0.0,,23.0,28727.0,82.0,26.0
659751,Fully Paid,45000.0,39.79,0.0,700.0,704.0,0.0,,26.0,51285.0,77.0,37.0
786138,Current,66000.0,24.95,0.0,800.0,804.0,0.0,,8.0,2487.0,12.5,23.0
23187,Fully Paid,86088.0,35.8,0.0,740.0,744.0,0.0,,11.0,13625.0,61.1,30.0
170547,Fully Paid,52000.0,26.06,0.0,725.0,729.0,0.0,,10.0,50615.0,51.3,18.0
472403,Late (31-120 days),18000.0,8.33,0.0,690.0,694.0,1.0,,3.0,3190.0,76.0,5.0
528188,Current,150000.0,14.75,0.0,740.0,744.0,2.0,,21.0,20498.0,22.1,33.0
197017,Fully Paid,47000.0,16.8,0.0,680.0,684.0,0.0,,14.0,15720.0,44.8,19.0
99272,Fully Paid,40000.0,11.4,0.0,670.0,674.0,1.0,72.0,9.0,13064.0,66.0,20.0
196084,Charged Off,24000.0,27.25,0.0,670.0,674.0,0.0,,5.0,4603.0,57.5,6.0
800937,Current,46196.0,29.07,0.0,675.0,679.0,1.0,,16.0,19874.0,62.5,26.0
5423,Current,100000.0,13.34,0.0,715.0,719.0,0.0,76.0,12.0,22899.0,76.6,40.0
546175,Fully Paid,69000.0,19.29,0.0,690.0,694.0,1.0,,20.0,34172.0,56.0,29.0
425898,Current,117000.0,11.64,1.0,715.0,719.0,0.0,6.0,11.0,20125.0,52.3,29.0
642155,Fully Paid,80000.0,16.61,0.0,705.0,709.0,1.0,28.0,8.0,6042.0,30.8,23.0
617774,Fully Paid,50000.0,20.57,0.0,730.0,734.0,0.0,48.0,6.0,5091.0,28.9,24.0
268249,Fully Paid,55000.0,2.33,0.0,660.0,664.0,1.0,34.0,11.0,6431.0,25.2,28.0
324455,Current,56500.0,33.71,0.0,705.0,709.0,0.0,,16.0,86086.0,89.3,26.0
757034,Current,620000.0,1.81,0.0,720.0,724.0,0.0,,7.0,2673.0,15.5,8.0
173443,Fully Paid,50000.0,27.64,0.0,700.0,704.0,0.0,74.0,18.0,24048.0,41.9,24.0
133650,Charged Off,75000.0,16.26,0.0,670.0,674.0,0.0,43.0,8.0,10337.0,72.3,18.0
373926,Fully Paid,41000.0,28.51,0.0,670.0,674.0,2.0,,14.0,9607.0,43.7,50.0
239078,Fully Paid,40000.0,25.29,0.0,675.0,679.0,0.0,,7.0,13291.0,71.1,15.0
222382,Fully Paid,102000.0,15.59,0.0,685.0,689.0,0.0,,13.0,6182.0,16.4,45.0
260651,Current,67000.0,19.74,0.0,730.0,734.0,1.0,,10.0,24424.0,31.5,26.0
103004,Fully Paid,100000.0,12.51,0.0,700.0,704.0,0.0,,10.0,20753.0,64.3,24.0
556699,Current,25000.0,55.02,0.0,670.0,674.0,2.0,,12.0,29437.0,70.3,28.0
912261,Fully Paid,50000.0,17.11,1.0,700.0,704.0,1.0,17.0,11.0,3647.0,20.3,30.0
208192,Fully Paid,57000.0,10.34,0.0,675.0,679.0,0.0,,11.0,9228.0,58.4,13.0
661243,Fully Paid,110000.0,1.68,0.0,700.0,704.0,0.0,43.0,6.0,1631.0,13.7,14.0
431877,Current,80000.0,20.36,0.0,750.0,754.0,1.0,,12.0,12263.0,29.8,23.0
501453,Fully Paid,60000.0,9.8,0.0,670.0,674.0,2.0,,12.0,19836.0,36.7,31.0
659785,Current,117000.0,12.78,2.0,675.0,679.0,4.0,0.0,16.0,12194.0,29.3,31.0
982933,Current,65000.0,13.04,0.0,660.0,664.0,3.0,,12.0,7850.0,55.0,15.0
632891,Fully Paid,255000.0,13.72,0.0,750.0,754.0,0.0,,13.0,22666.0,32.0,26.0
983365,Charged Off,40000.0,8.19,1.0,670.0,674.0,1.0,7.0,5.0,0.0,0.0,14.0
1025229,Fully Paid,78000.0,38.95,0.0,695.0,699.0,0.0,,18.0,31056.0,51.7,54.0
141666,Fully Paid,100000.0,10.68,0.0,660.0,664.0,1.0,39.0,28.0,6654.0,82.1,38.0
414600,Current,150000.0,14.42,0.0,695.0,699.0,2.0,55.0,8.0,9698.0,55.4,17.0
137048,Charged Off,74400.0,15.13,1.0,705.0,709.0,0.0,1.0,12.0,37.0,0.4,33.0
687545,Charged Off,46000.0,33.97,0.0,675.0,679.0,3.0,45.0,12.0,9928.0,58.0,27.0
924688,Fully Paid,71000.0,13.22,0.0,790.0,794.0,0.0,,12.0,7902.0,5.8,25.0
779370,Current,46000.0,23.3,1.0,665.0,669.0,0.0,20.0,9.0,19211.0,20.8,18.0
594903,Current,80000.0,7.36,0.0,710.0,714.0,0.0,68.0,9.0,13030.0,41.6,26.0
734038,Fully Paid,45000.0,24.61,1.0,700.0,704.0,1.0,,16.0,13125.0,39.0,29.0
551209,Fully Paid,50000.0,27.03,0.0,720.0,724.0,0.0,,11.0,3315.0,7.8,43.0
1007495,Fully Paid,90000.0,2.51,0.0,735.0,739.0,0.0,,5.0,8123.0,21.5,24.0
87016,Late (31-120 days),90000.0,20.77,0.0,700.0,704.0,0.0,36.0,8.0,11874.0,81.9,27.0
905543,Charged Off,100000.0,28.95,0.0,715.0,719.0,0.0,,21.0,56244.0,58.2,47.0
325960,Fully Paid,68500.0,28.64,0.0,710.0,714.0,2.0,,9.0,20740.0,80.4,53.0
46305,Fully Paid,58000.0,22.99,0.0,660.0,664.0,0.0,41.0,16.0,8470.0,48.7,29.0
104203,Fully Paid,175000.0,9.96,1.0,725.0,729.0,0.0,10.0,7.0,72778.0,42.3,10.0
991935,Fully Paid,87000.0,6.48,0.0,700.0,704.0,0.0,33.0,8.0,530.0,2.5,21.0
491316,Current,110000.0,3.47,0.0,780.0,784.0,0.0,,7.0,1372.0,4.6,9.0
658540,Fully Paid,58000.0,16.33,0.0,690.0,694.0,0.0,,7.0,8816.0,74.7,17.0
469668,Current,26700.0,7.28,0.0,710.0,714.0,3.0,,12.0,4376.0,20.2,12.0
546132,Current,84000.0,10.39,0.0,770.0,774.0,0.0,,10.0,7153.0,15.4,23.0
959605,Current,40000.0,16.83,0.0,695.0,699.0,0.0,,10.0,5442.0,33.2,18.0
358304,Fully Paid,48000.0,17.33,1.0,670.0,674.0,1.0,9.0,8.0,19499.0,68.7,14.0
458714,Current,47000.0,32.28,0.0,710.0,714.0,1.0,,12.0,14173.0,42.2,56.0
975739,Fully Paid,121022.0,4.23,0.0,715.0,719.0,2.0,,16.0,23348.0,18.8,46.0
343858,Charged Off,78000.0,27.35,0.0,705.0,709.0,1.0,,9.0,21490.0,70.5,23.0
204224,Fully Paid,22572.0,12.87,1.0,665.0,669.0,0.0,12.0,5.0,9282.0,91.0,8.0
57195,Fully Paid,120000.0,13.48,1.0,675.0,679.0,2.0,8.0,13.0,12553.0,69.4,26.0
143885,Fully Paid,96000.0,9.06,0.0,660.0,664.0,1.0,,7.0,6320.0,76.1,18.0
720966,Current,34663.0,10.87,1.0,690.0,694.0,0.0,13.0,10.0,7893.0,32.5,25.0
929608,Fully Paid,46000.0,14.69,0.0,685.0,689.0,0.0,,10.0,7617.0,35.1,14.0
601419,Current,70000.0,16.08,1.0,675.0,679.0,0.0,5.0,17.0,13786.0,52.0,21.0
514280,Current,35000.0,33.26,0.0,680.0,684.0,0.0,41.0,13.0,13004.0,83.0,18.0
947265,Fully Paid,50000.0,18.34,0.0,770.0,774.0,0.0,,5.0,6778.0,29.1,17.0
235333,Fully Paid,35000.0,4.36,0.0,745.0,749.0,1.0,,5.0,5088.0,19.1,7.0
274228,Current,68733.0,32.2,0.0,705.0,709.0,0.0,,15.0,38942.0,75.6,29.0
872651,Current,43000.0,16.55,0.0,670.0,674.0,1.0,,7.0,2095.0,41.1,12.0
551996,Fully Paid,213000.0,18.82,0.0,685.0,689.0,0.0,61.0,6.0,70003.0,99.6,10.0
